Product Management,USD,408.09 ,13.06.2020,Timotheus Wear
Research and Development,EUR,859.23,28.01.2020,Maura Mcasparan
Sales,EUR,742.90,29.06.2020,Winnah Gilluley
Engineering,USD,791.57 ,15.08.2020,Kendall Oats
Training,JPY,333.52,05.12.2020,Micky Preshaw
Marketing,GBP,40.80,07.01.2020,Mischa Gorioli
Accounting,EUR,387.64,19.04.2020,Gustie Clegg
Services,USD,367.81 ,31.08.2020,Aldous Carlaw
Services,JPY,134.88,12.10.2020,Lian Watters
Legal,USD,399.77 ,25.03.2020,Kenna Osgar
Marketing,USD,571.24 ,17.10.2020,Chloette Cornewell
Product Management,JPY,384.07,08.01.2020,Ennis Phipard-Shears
Product Management,EUR,27.54,21.03.2020,Lori Meir
Human Resources,USD,176.94 ,21.05.2020,Sharleen Rainsbury
Accounting,JPY,116.46,03.03.2020,Lara Fesby
Services,EUR,697.73,09.02.2020,Virgina Westmoreland
Engineering,GBP,329.12,23.05.2020,Florencia Tuhy
Business Development,USD,330.25 ,09.05.2020,Nikki McCook
Sales,USD,239.96 ,09.08.2020,Florri Allworthy
Human Resources,GBP,790.83,28.11.2020,Lilllie Vigne
Marketing,USD,949.63 ,24.06.2020,Martica Francie
Support,EUR,244.09,30.03.2020,Floyd Dimitriou
Engineering,EUR,301.44,08.01.2020,Corene Tingey
Sales,USD,109.10 ,28.02.2020,Lind Dewerson
Sales,USD,664.00 ,14.11.2020,Zeb Trim
Sales,JPY,687.77,04.08.2020,Alphonso McPhilip
Sales,EUR,590.65,20.02.2020,Avictor Castello
Accounting,JPY,752.73,14.08.2020,Kasper Antonazzi
Research and Development,JPY,488.05,20.11.2020,Bernardina Lyngsted
Services,JPY,540.42,09.04.2020,Carlina Poleykett
Training,GBP,947.14,05.02.2020,Carolyn Hickin
Human Resources,EUR,279.76,28.05.2020,Inger Giovannelli
Marketing,EUR,511.92,17.09.2020,Peter Vallintine
Training,USD,80.40 ,09.12.2020,Leoine Ducket
Accounting,GBP,16.03,16.01.2020,Kerry Pillinger
Human Resources,JPY,18.37,29.09.2020,Scott Attenborough
Business Development,JPY,302.12,23.02.2020,Nicol Landsman
Support,USD,682.63 ,17.04.2020,Katee Densumbe
Research and Development,USD,128.72 ,20.01.2020,Kellsie Toomey
Business Development,USD,550.42 ,09.06.2020,Weidar Tambling
Training,USD,189.78 ,02.10.2020,Claudetta Cloney
Engineering,EUR,207.07,04.05.2020,Ignazio Delhay
Services,JPY,384.86,11.04.2020,Lanny Gandar
Support,EUR,496.35,23.05.2020,Muffin Flisher
Business Development,GBP,785.66,19.01.2020,Gerik Leader
Human Resources,EUR,239.86,13.04.2020,Eldin Jindracek
Sales,EUR,563.21,24.10.2020,Tiphani Trayte
Product Management,JPY,561.63,15.02.2020,Hamlen Attkins
Accounting,JPY,303.24,11.09.2020,Benedicto Ealden
Research and Development,USD,920.25 ,23.01.2020,Brynne Streather
Services,USD,165.39 ,30.03.2020,Gregor Mulqueeny
Business Development,JPY,684.43,18.11.2020,Payton Anderson
Research and Development,JPY,476.95,08.08.2020,Tawnya Speek
Product Management,USD,339.18 ,24.08.2020,Sergent Normanvell
Services,EUR,531.77,28.03.2020,Carly Jimes
Legal,GBP,746.45,22.07.2020,Augustus Tonsley
Services,JPY,202.36,23.04.2020,Riva Clemmen
Support,JPY,222.77,02.12.2020,Lita Cogzell
Services,EUR,769.39,28.09.2020,Glen Kenner
Engineering,EUR,775.01,08.12.2020,Claude Longmead
Sales,USD,550.55 ,14.01.2020,Louisa Gideon
Engineering,USD,881.30 ,12.01.2020,Geno Karlsson
Marketing,JPY,552.92,16.02.2020,Emmie Wycliffe
Business Development,EUR,966.08,01.11.2020,Verna Bostick
Support,GBP,184.23,22.05.2020,Jonah Macieiczyk
Legal,GBP,523.70,06.04.2020,Basilius Bestman
Support,EUR,384.83,27.09.2020,Fulton Norkett
Marketing,GBP,690.77,01.11.2020,Loree Comazzo
Engineering,GBP,471.76,05.11.2020,Daron Tootin
Business Development,GBP,316.72,01.04.2020,Sharl O'Garmen
Marketing,EUR,961.96,19.02.2020,Geralda Alliott
Training,JPY,512.07,11.07.2020,Riane Laroux
Services,JPY,680.29,17.12.2020,Lorry Ormerod
Services,EUR,766.36,25.06.2020,Siegfried Edland
Accounting,EUR,675.26,13.08.2020,Florance Mackerel
Sales,GBP,684.90,27.09.2020,Jill Petrelluzzi
Training,USD,21.30 ,04.11.2020,Wells Elia
Services,JPY,225.26,05.10.2020,Blanca Kleinschmidt
Support,JPY,393.86,29.11.2020,Tarah Jarnell
Sales,JPY,729.02,13.04.2020,Phil Huleatt
Legal,EUR,398.87,02.08.2020,Gustav Rasmus
Support,EUR,368.51,02.07.2020,Brandi Tomblin
Marketing,GBP,872.89,11.07.2020,Cindi Dubbin
Services,EUR,302.70,13.11.2020,Ced Frankcombe
Accounting,GBP,640.91,03.05.2020,Meredithe Wythe
Training,JPY,907.03,26.12.2020,Angeli Wodeland
Research and Development,GBP,88.60,13.01.2020,Blake Hillburn
Research and Development,EUR,842.49,19.03.2020,Dino Pech
Support,USD,562.07 ,18.02.2020,Perry Gartrell
Business Development,EUR,338.38,26.07.2020,Trumaine Le Breton
Services,GBP,902.05,27.03.2020,Emmi Crowhurst
Research and Development,USD,784.66 ,17.09.2020,Filmore Ponte
Support,JPY,670.91,12.03.2020,Coraline Bernt
Support,EUR,421.82,26.05.2020,Pet Stokell
Business Development,USD,244.28 ,30.09.2020,Wells Osant
Research and Development,GBP,548.90,03.05.2020,Dougie Girardeau
Legal,USD,774.80 ,29.04.2020,Lindon Leaburn
Services,JPY,25.95,08.01.2020,Derril Champ
Sales,USD,10.24 ,22.08.2020,Calvin Ovenell
Research and Development,JPY,659.41,16.10.2020,Allys Hayselden
Engineering,EUR,927.48,30.12.2020,Myrtle Spitell
Product Management,USD,824.90 ,24.05.2020,Arney Daniells
Product Management,USD,96.09 ,09.03.2020,Bearnard Faill
Research and Development,USD,536.61 ,30.10.2020,Zsa zsa Bromont
Training,JPY,568.75,22.10.2020,Kelwin Nunnerley
Services,JPY,671.22,08.03.2020,Padraig Del Monte
Research and Development,GBP,836.34,28.01.2020,Anatollo Old
Product Management,JPY,921.59,11.08.2020,Romola Emlen
Engineering,JPY,599.13,27.09.2020,Nettie Benoi
Sales,EUR,709.43,21.01.2020,Brina Birds
Sales,EUR,963.44,26.02.2020,Krystalle Mowling
Legal,GBP,882.18,19.04.2020,Albie Klimschak
Services,JPY,540.36,04.01.2020,Vance Kuhn
Support,GBP,448.63,05.09.2020,Terrell Hassan
Research and Development,USD,741.70 ,22.05.2020,Jammal Daunay
Services,EUR,64.27,17.09.2020,Bancroft Huckabe
Sales,JPY,505.25,30.12.2020,Dannie Sliman
Services,GBP,875.44,12.11.2020,Jimmie Newlands
Accounting,EUR,517.13,05.04.2020,Ibby Phipard-Shears
Sales,EUR,105.20,24.05.2020,Cayla Strowlger
Training,JPY,393.99,21.01.2020,Mae Onion
Services,GBP,753.10,05.05.2020,Alberto Tatnell
Human Resources,USD,260.37 ,02.04.2020,Joyann Roxburch
Support,USD,60.16 ,28.08.2020,Cly Tumielli
Product Management,JPY,805.67,03.01.2020,Ailee Sayre
Business Development,EUR,272.44,09.11.2020,Doti Tucsell
Engineering,GBP,974.07,22.10.2020,Corey Perview
Training,JPY,536.15,03.04.2020,Gillie Puve
Research and Development,USD,650.49 ,04.08.2020,Nobe Timmis
Support,JPY,919.17,29.08.2020,Agnella Quiddihy
Sales,USD,454.75 ,03.03.2020,Blondie Grzegorzewski
Services,JPY,881.56,27.05.2020,Elga Vogele
Legal,USD,653.49 ,26.12.2020,Julina Thickpenny
Training,EUR,756.77,12.12.2020,Emylee Dyter
Human Resources,USD,584.17 ,13.09.2020,Joete Bendel
Services,GBP,430.08,09.02.2020,Christabella Jeremaes
Support,EUR,287.00,16.05.2020,Renate Giffaut
Training,JPY,452.71,29.08.2020,Olivero Kubasek
Services,EUR,766.29,02.11.2020,Jamill Jorgensen
Accounting,JPY,347.54,11.03.2020,Kailey McRobbie
Marketing,USD,331.51 ,13.04.2020,Sydel Belison
Engineering,JPY,101.09,15.08.2020,Erwin Noon
Legal,JPY,459.28,01.02.2020,Fleur Lysaght
Training,USD,540.13 ,12.12.2020,Malvina Josselsohn
Engineering,USD,471.76 ,03.05.2020,Alessandro Wiggin
Business Development,USD,42.27 ,11.02.2020,Ranice Bance
Services,EUR,695.90,19.03.2020,Mathew Kirkbride
Legal,USD,275.26 ,25.05.2020,Max Rickhuss
Marketing,EUR,415.11,15.08.2020,Frankie Jeram
Legal,GBP,469.09,05.12.2020,Georgena Caherny
Business Development,EUR,36.16,02.11.2020,Benny Streater
Sales,GBP,943.63,16.02.2020,Una Dibdale
Support,GBP,982.67,17.05.2020,Modestine Handman
Product Management,USD,434.44 ,03.05.2020,Teddie Haskins
Human Resources,JPY,276.98,01.02.2020,Bail Mullinger
Services,GBP,955.22,09.12.2020,Emerson Frowing
Sales,EUR,138.85,25.11.2020,Ronny Le Marchant
Accounting,JPY,698.15,26.01.2020,Hester Pinnick
Business Development,USD,619.15 ,06.01.2020,Sylvan Pelcheur
Legal,GBP,97.97,24.01.2020,Celisse Freegard
Product Management,GBP,741.00,10.12.2020,Ozzy Dufour
Services,EUR,535.57,08.01.2020,Wileen Whitlock
Accounting,USD,370.89 ,04.07.2020,Shelagh Gaskamp
Accounting,GBP,22.92,09.12.2020,Flory Woodwind
Research and Development,JPY,453.85,13.09.2020,Gib Grollmann
Product Management,JPY,665.47,26.12.2020,Maurie Pantridge
Support,EUR,314.42,25.09.2020,Abbot Davio
Legal,USD,558.45 ,09.10.2020,Tammara Casseldine
Business Development,GBP,83.50,03.01.2020,Stern Fawdery
Accounting,USD,492.19 ,28.08.2020,Chelsea Molan
Research and Development,JPY,455.61,29.08.2020,Aron O' Driscoll
Marketing,JPY,722.52,14.11.2020,Gui Pymer
Marketing,JPY,988.92,10.02.2020,Oriana Benham
Services,EUR,611.94,26.01.2020,Nelia Wilcock
Product Management,JPY,358.93,21.08.2020,Dean Murley
Support,GBP,178.35,19.08.2020,Perkin Pill
Sales,GBP,238.98,09.11.2020,Thomasine Matuska
Sales,USD,195.17 ,29.05.2020,Jesse Maguire
Product Management,EUR,868.93,29.01.2020,Manfred Duligall
Research and Development,EUR,710.02,08.11.2020,Korie Phare
Training,EUR,270.28,03.03.2020,Nelia Braams
Services,USD,589.61 ,27.10.2020,Giselbert Cocklin
Services,JPY,19.95,24.12.2020,Gayle MacAllister
Legal,EUR,878.98,25.02.2020,Alvinia Bailes
Legal,JPY,170.30,06.04.2020,Diego MacAndie
Marketing,EUR,673.72,27.05.2020,North Haylock
Human Resources,USD,764.72 ,04.02.2020,Haley Geale
Support,JPY,482.20,23.02.2020,Care Preator
Services,USD,24.52 ,29.12.2020,Drew Hulbert
Training,JPY,768.49,25.01.2020,Davina Launder
Research and Development,JPY,225.18,15.11.2020,Nichole Tolley
Services,GBP,998.13,06.06.2020,Dinah Davage
Engineering,EUR,814.68,29.03.2020,Ludwig Garrood
Marketing,GBP,980.34,12.12.2020,Kirbee Aslin
Engineering,JPY,933.80,23.09.2020,Daren Baldetti
Engineering,EUR,88.85,04.03.2020,Celle Meachan
Services,GBP,312.21,19.03.2020,Margaretta Grundey
Marketing,EUR,806.96,30.11.2020,Elvin Houseley
Engineering,USD,511.64 ,18.01.2020,Sybilla Waldron
Product Management,EUR,120.83,27.11.2020,Gibby Showering
Engineering,JPY,253.32,26.05.2020,Lucine Clout
Business Development,JPY,397.55,08.02.2020,Felicia Enga
Support,EUR,927.05,11.05.2020,Carin Willingale
Human Resources,EUR,12.82,02.11.2020,Kay Quiddinton
Business Development,EUR,474.54,19.09.2020,Pascal Norwell
Product Management,JPY,467.67,14.05.2020,Jaquelin Heskin
Business Development,GBP,910.57,03.11.2020,Rees Burrage
Support,JPY,708.17,17.05.2020,Lazare Goseling
Marketing,JPY,658.38,07.11.2020,Dorothea Yarn
Accounting,USD,201.62 ,05.02.2020,Isaac Coxhead
Business Development,USD,275.78 ,12.04.2020,Yard Witherden
Training,JPY,948.44,04.01.2020,Emili Jahns
Legal,GBP,361.62,25.08.2020,Fredek Sotham
Human Resources,GBP,316.48,03.05.2020,Janeta Lillgard
Sales,EUR,157.25,14.02.2020,Melodee Alyoshin
Legal,JPY,659.71,03.02.2020,Ester Cringle
Support,USD,639.92 ,30.06.2020,Anthe Fredi
Marketing,GBP,914.76,02.11.2020,Barclay Hazelgreave
Sales,USD,525.26 ,31.05.2020,Carola Dallon
Human Resources,EUR,377.77,28.08.2020,Quinton Rickford
Sales,GBP,824.42,31.08.2020,Judie Lobb
Human Resources,EUR,349.85,14.08.2020,Gabie Riddler
Marketing,USD,249.65 ,11.04.2020,Llewellyn De Matteis
Training,JPY,464.46,26.11.2020,Blair Izatson
Accounting,JPY,224.28,17.09.2020,Nalani Basketter
Human Resources,USD,958.20 ,25.02.2020,Lusa Perroni
Engineering,EUR,850.41,19.08.2020,Glendon Beal
Human Resources,USD,66.69 ,03.07.2020,Welsh Clarage
Engineering,USD,38.90 ,01.07.2020,Marni Coleshill
Business Development,USD,518.31 ,13.03.2020,Sissie McAirt
Marketing,JPY,805.76,15.04.2020,Milena Loy
Accounting,JPY,400.71,16.03.2020,Alfie Ziemecki
Engineering,GBP,537.74,10.07.2020,Coletta Francke
Human Resources,GBP,103.68,27.07.2020,Conny Grinnikov
Research and Development,GBP,417.60,02.08.2020,Franchot Balm
Research and Development,JPY,82.46,20.04.2020,Katinka Kenrick
Services,EUR,113.31,25.02.2020,Bartolomeo Danko
Marketing,USD,589.10 ,04.02.2020,Talbert Starton
Sales,GBP,874.96,12.12.2020,Zared Tommasetti
Marketing,USD,763.14 ,22.02.2020,Marika Bartolacci
Sales,JPY,563.61,05.06.2020,Maisie Whettleton
Human Resources,EUR,611.83,31.07.2020,Aldon Grosvenor
Sales,EUR,972.13,08.01.2020,Hersch Diehn
Research and Development,GBP,121.69,18.01.2020,Shani De Bellis
Marketing,EUR,499.64,10.08.2020,Annmarie Boram
Training,JPY,832.84,16.04.2020,Tessi Saladine
Business Development,JPY,350.67,21.07.2020,Channa Abad
Human Resources,USD,50.12 ,07.10.2020,Kariotta D'Alesco
Engineering,USD,533.76 ,05.12.2020,Lissy Fulkes
Engineering,GBP,499.15,21.03.2020,Harald McClory
Legal,USD,267.02 ,22.09.2020,Jilly Aspinal
Support,USD,149.49 ,19.06.2020,Noami Hotson
Business Development,USD,386.95 ,17.03.2020,Jojo Cruft
Marketing,USD,673.62 ,02.09.2020,Fallon Houtby
Accounting,JPY,847.39,27.03.2020,Northrup Vasile
Business Development,EUR,194.26,14.12.2020,Lemar Snaddon
Marketing,JPY,303.09,20.07.2020,Caralie Spratt
Product Management,EUR,36.36,04.07.2020,Jessika McKelvey
Human Resources,GBP,958.65,11.05.2020,Silas O'Gready
Sales,EUR,394.49,12.05.2020,Nerti Berkelay
Services,EUR,683.59,15.12.2020,Lockwood Madison
Sales,USD,473.27 ,13.01.2020,Kaja Fourman
Human Resources,JPY,322.40,24.12.2020,Ransom Pierton
Marketing,JPY,932.17,05.09.2020,Rora Wickrath
Accounting,USD,213.44 ,26.02.2020,Fraser Whitbread
Marketing,JPY,198.67,09.07.2020,Odelinda Loeber
Research and Development,EUR,48.69,24.05.2020,Ivory Benterman
Business Development,EUR,768.32,05.04.2020,Casar Landor
Accounting,JPY,996.14,01.12.2020,Aldrich Retallack
Business Development,EUR,324.83,29.03.2020,Elbert Goodall
Research and Development,USD,202.51 ,26.01.2020,Joeann Chotty
Accounting,USD,546.46 ,22.01.2020,Babbette Legion
Human Resources,EUR,931.79,11.08.2020,Barris Ponten
Training,EUR,580.40,17.02.2020,Jacky Tribell
Human Resources,GBP,931.03,01.11.2020,Mia Willoughby
Services,JPY,613.76,30.11.2020,Joann Laurand
Training,JPY,159.85,01.11.2020,Jozef Gerriets
Human Resources,JPY,92.40,20.07.2020,Germayne Clemon
Support,GBP,310.38,24.03.2020,Berti Vanyushkin
Services,GBP,769.42,21.04.2020,Merl Shefton
Support,JPY,923.43,22.09.2020,Elvis Elmore
Business Development,GBP,738.89,26.09.2020,Nedi Kemish
Human Resources,EUR,865.16,28.07.2020,Anthe Orum
Product Management,USD,750.16 ,15.06.2020,Annis Gregol
Marketing,JPY,249.94,19.11.2020,Alan Baterip
Legal,GBP,796.27,08.07.2020,Dorey Ainsby
Sales,EUR,666.19,19.08.2020,Misti Petriello
Accounting,USD,892.98 ,23.11.2020,Far Thebeau
Legal,GBP,846.19,10.03.2020,Mirna Grishankov
Engineering,GBP,517.48,28.06.2020,Tabbi Tewkesberry
Product Management,JPY,783.36,11.11.2020,Cathryn Suermeiers
Legal,GBP,974.03,11.08.2020,Rani Petzold
Marketing,USD,101.96 ,04.04.2020,Winne Berthel
Research and Development,GBP,474.73,23.10.2020,Clemmie De Morena
Legal,GBP,235.96,06.02.2020,Augustus Scothorne
Engineering,JPY,570.66,18.05.2020,Germaine Crowder
Training,EUR,986.81,12.03.2020,Frederich Marklew
Marketing,USD,661.15 ,04.05.2020,Aleen Denyagin
Accounting,JPY,151.27,14.01.2020,Kiah Whilder
Human Resources,GBP,154.22,13.07.2020,Hertha Grenshiels
Business Development,JPY,541.18,22.10.2020,Delphinia Klewer
Sales,EUR,318.59,01.10.2020,Cecilla Crosfield
Engineering,USD,93.50 ,22.05.2020,Isabelle Sally
Support,USD,871.87 ,10.11.2020,Adan Knotton
Legal,GBP,395.53,23.01.2020,Cherilynn Ertelt
Engineering,GBP,396.32,21.01.2020,Gaylor McMarquis
Engineering,GBP,699.43,22.02.2020,Winfred Father
Marketing,EUR,777.00,16.09.2020,Veronique Lugden
Research and Development,JPY,790.94,07.03.2020,Eleanor Chrippes
Accounting,GBP,72.82,14.02.2020,Emelen De Mitris
Legal,GBP,110.80,26.06.2020,Elita Button
Product Management,EUR,256.52,25.03.2020,Kennith Boyfield
Accounting,EUR,839.04,11.01.2020,Frazier Tran
Support,JPY,953.51,09.05.2020,Marla Dono
Services,GBP,967.40,11.05.2020,Russell Lyokhin
Accounting,USD,905.69 ,11.10.2020,Akim Andraud
Services,EUR,316.81,21.07.2020,Venita Goodby
Business Development,GBP,317.69,11.07.2020,Danell Bridger
Sales,EUR,980.61,20.10.2020,Martie Fessier
Product Management,USD,208.02 ,08.02.2020,Justus Crone
Sales,USD,30.65 ,16.05.2020,Helli Lermit
Support,JPY,528.57,05.05.2020,Tann Steggals
Training,USD,861.63 ,25.05.2020,Ogdan Foxwell
Accounting,EUR,223.27,14.12.2020,Tann Westnage
Support,JPY,402.86,19.05.2020,Rich Quemby
Research and Development,JPY,894.04,06.06.2020,Cara Thorwarth
Services,USD,991.13 ,09.10.2020,Hyacinth Foggo
Sales,EUR,657.79,12.12.2020,Lanny Ballantine
Engineering,GBP,896.47,29.12.2020,Dunstan Joppich
Business Development,JPY,352.05,22.11.2020,Veriee Maggill'Andreis
Engineering,GBP,387.14,24.02.2020,Gaylor Steutly
Marketing,EUR,224.69,29.08.2020,Florri Goosey
Sales,USD,306.69 ,07.10.2020,Hildegarde Melsome
Services,USD,859.46 ,28.10.2020,Rycca Rope
Legal,JPY,137.61,07.02.2020,Willy Boss
Business Development,EUR,371.85,24.08.2020,Melany Drezzer
Marketing,GBP,518.62,07.09.2020,Gerianna Reyson
Sales,JPY,635.52,25.06.2020,Zedekiah Willicott
Legal,JPY,907.80,24.10.2020,Nani Townsley
Engineering,EUR,359.65,29.11.2020,Krisha Ede
Business Development,GBP,334.61,30.03.2020,Freddy McConigal
Services,JPY,977.14,14.02.2020,Perceval Rivel
Business Development,EUR,620.04,20.05.2020,Hedvig Brussels
Training,JPY,832.03,10.06.2020,Christie Heis
Legal,EUR,750.40,29.04.2020,Becka Cave
Engineering,EUR,637.61,17.06.2020,Annadiana Coleridge
Support,USD,694.38 ,19.11.2020,Dore Dunsire
Research and Development,JPY,963.49,22.02.2020,Arvie Eddisforth
Sales,JPY,486.18,14.08.2020,Roxie Ellyatt
Training,JPY,674.46,04.02.2020,Knox Blaxton
Sales,GBP,565.04,14.01.2020,Dido Whipple
Engineering,EUR,573.09,23.01.2020,Dwain Lowy
Research and Development,GBP,109.91,02.12.2020,Derk Presser
Services,USD,568.36 ,23.05.2020,Bekki Faircliffe
Engineering,USD,430.44 ,23.09.2020,Celeste Hryniewicz
Support,EUR,863.13,01.01.2020,Koressa Skip
Research and Development,JPY,862.17,02.06.2020,Darice Pawlik
Services,GBP,909.82,17.05.2020,Enrico Kondratovich
Human Resources,EUR,90.58,23.01.2020,Skylar Lanfere
Marketing,USD,955.96 ,26.11.2020,Kerstin Fahrenbach
Business Development,USD,650.30 ,31.07.2020,Lewes Blakeborough
Services,JPY,959.39,22.08.2020,Shae Mourant
Business Development,GBP,898.24,11.06.2020,Rochester Eslie
Human Resources,GBP,807.57,16.06.2020,Dru Gilyatt
Marketing,USD,802.66 ,13.03.2020,Ajay Golsby
Accounting,GBP,520.89,15.06.2020,Addison Lindstedt
Accounting,JPY,584.25,22.03.2020,Shurlock Dabourne
Product Management,GBP,513.71,19.01.2020,Harland Gisburn
Business Development,GBP,907.67,15.02.2020,Lonny Bricksey
Services,EUR,501.96,05.05.2020,Orly Willas
Marketing,EUR,271.44,23.06.2020,Alfy Bunner
Engineering,EUR,647.11,16.10.2020,Carole Boyington
Business Development,JPY,602.83,13.06.2020,Gavra Toffoloni
Sales,USD,101.34 ,12.11.2020,Marcellus Hurtic
Human Resources,JPY,608.09,15.01.2020,Shepperd Harby
Training,GBP,620.96,25.08.2020,Rodrigo Ropp
Training,JPY,476.84,16.07.2020,Yancy Pickrill
Services,JPY,614.79,13.02.2020,Dalila Stallon
Research and Development,USD,99.41 ,19.03.2020,Valina Fetter
Product Management,EUR,369.24,20.04.2020,Woodie Schneidau
Product Management,GBP,449.90,24.12.2020,Bee Paula
Support,USD,488.18 ,20.12.2020,Keri Dowdall
Sales,USD,833.09 ,08.08.2020,Anton Sissel
Business Development,EUR,578.25,23.06.2020,Saxe Zum Felde
Research and Development,JPY,586.64,02.07.2020,Sergent Jendas
Marketing,GBP,236.17,22.12.2020,Courtnay Heeps
Marketing,EUR,380.15,12.02.2020,Jo Mott
Engineering,JPY,511.88,13.02.2020,Hagen Wogan
Accounting,USD,388.17 ,23.04.2020,Wilmette Arch
Research and Development,GBP,841.57,25.06.2020,Claretta Walsh
Accounting,JPY,231.69,23.11.2020,Ebba Beard
Research and Development,GBP,313.28,07.09.2020,Oralle Girardetti
Legal,JPY,936.80,18.11.2020,Evelina Stennett
Marketing,GBP,175.99,05.11.2020,Katherina Josipovic
Product Management,GBP,305.46,15.04.2020,Nicoline Ksandra
Accounting,USD,643.36 ,26.08.2020,Evangelina Kitchenside
Product Management,GBP,858.26,20.02.2020,Prue Coie
Human Resources,GBP,682.37,05.07.2020,Waly Larder
Marketing,JPY,134.98,06.04.2020,Marven Braham
Support,EUR,768.77,10.06.2020,Paulina March
Training,USD,52.39 ,10.11.2020,Lorinda Ekkel
Sales,JPY,813.65,21.09.2020,Tye Brennon
Research and Development,GBP,112.72,15.08.2020,Herbie Ledger
Human Resources,EUR,855.70,18.07.2020,Viv Rowell
Legal,JPY,560.05,05.05.2020,Phil D' Angelo
Legal,USD,162.02 ,25.02.2020,Hayes Watmore
Accounting,EUR,99.56,10.10.2020,Augustin Maben
Research and Development,GBP,713.04,29.06.2020,Janis Escale
Legal,USD,764.02 ,02.04.2020,Halette Brims
Engineering,USD,276.79 ,14.07.2020,Larisa Bonehill
Accounting,EUR,884.83,05.11.2020,Dorisa Kaser
